"sample_name","xcms_peak_idx","feature_id","xcms_peak_mz","xcms_peak_rtmed","xcms_peak_rtmin","xcms_peak_rtmax","group_scan_count","scan_numbers_all","scan_numbers_in_umap","umap_scan_count"
"Posi_Ida_Chlamydomonas_1",1463,"feature_1463",798.585105819347,194.05399999998,177.77500000002,204.063,1,"1138","1138",1
"Posi_Ida_Chlamydomonas_1",1467,"feature_1467",703.506506182272,191.274,185.41399999998,196.96699999998,1,"1124","",0
"Posi_Ida_Chlamydomonas_1",1477,"feature_1477",637.967496122475,194.05399999998,188.89399999998,199.19299999998,1,"1128","",0
"Posi_Ida_Chlamydomonas_1",1478,"feature_1478",724.514413923068,195.444,192.66400000002,200.583,2,"1147,1158","1147,1158",2
"Posi_Ida_Chlamydomonas_1",1480,"feature_1480",681.493149496261,191.274,177.075,200.583,2,"1121,1130","",0
"Posi_Ida_Chlamydomonas_1",1481,"feature_1481",803.540551870059,196.134,193.36399999998,197.80399999998,2,"1148,1159","1148,1159",2
"Posi_Ida_Chlamydomonas_1",1485,"feature_1485",261.14804430933,196.134,188.89399999998,199.893,1,"1153","",0
"Posi_Ida_Chlamydomonas_1",1489,"feature_1489",930.523593100038,196.134,192.66400000002,198.504,1,"1160","1160",1
"Posi_Ida_Chlamydomonas_1",1490,"feature_1490",149.02254267366,196.134,182.634,204.753,1,"1152","",0
"Posi_Ida_Chlamydomonas_1",1492,"feature_1492",435.322463978946,196.134,190.42699999998,201.28300000002,1,"1170","",0
"Posi_Ida_Chlamydomonas_1",1494,"feature_1494",569.430499937801,195.444,190.57699999998,200.583,2,"1127,1136","",0
"Posi_Ida_Chlamydomonas_1",1495,"feature_1495",635.48806291315,196.824,192.66400000002,199.19299999998,1,"1146","",0
"Posi_Ida_Chlamydomonas_1",1496,"feature_1496",924.565746702181,196.134,192.66400000002,199.19299999998,2,"1139,1149","1139,1149",2
"Posi_Ida_Chlamydomonas_1",1497,"feature_1497",279.158662040489,196.134,183.33400000002,205.72699999998,1,"1154","",0
"Posi_Ida_Chlamydomonas_1",1499,"feature_1499",615.955888646881,194.754,189.58399999998,200.583,1,"1145","",0
"Posi_Ida_Chlamydomonas_1",1506,"feature_1506",929.522234384709,196.134,192.66400000002,200.583,1,"1150","1150",1
"Posi_Ida_Chlamydomonas_1",1509,"feature_1509",528.40338397219,198.504,194.05399999998,202.67299999998,1,"1174","",0
"Posi_Ida_Chlamydomonas_1",1511,"feature_1511",568.425694758964,194.754,190.42699999998,201.28300000002,1,"1132","",0
"Posi_Ida_Chlamydomonas_1",1513,"feature_1513",856.521287812696,199.893,197.109,204.753,1,"1176","",0
"Posi_Ida_Chlamydomonas_1",1522,"feature_1522",429.240226857736,196.134,191.97400000002,201.97300000002,1,"1169","",0
"Posi_Ida_Chlamydomonas_1",1531,"feature_1531",413.265384576179,196.134,191.274,201.28300000002,2,"1126,1156","1156",1
"Posi_Ida_Chlamydomonas_1",1533,"feature_1533",551.422768397986,195.444,191.97400000002,200.583,2,"1135,1143","",0
"Posi_Ida_Chlamydomonas_1",1545,"feature_1545",436.341281694222,196.134,190.42699999998,201.28300000002,1,"1157","1157",1
"Posi_Ida_Chlamydomonas_1",1546,"feature_1546",460.378105083074,202.67299999998,200.583,204.063,1,"1213","",0
"Posi_Ida_Chlamydomonas_1",1548,"feature_1548",488.408435842889,201.97300000002,200.583,204.063,1,"1203","",0
"Posi_Ida_Chlamydomonas_1",1550,"feature_1550",527.401843069586,197.80399999998,181.24399999998,211.25299999998,1,"1171","",0
"Posi_Ida_Chlamydomonas_1",1553,"feature_1553",664.508812806992,200.583,197.109,204.063,1,"1190","",0
"Posi_Ida_Chlamydomonas_1",1554,"feature_1554",665.010535995431,200.583,197.80399999998,204.063,1,"1184","",0
"Posi_Ida_Chlamydomonas_1",1555,"feature_1555",700.514184354345,200.583,191.97400000002,204.063,1,"1193","1193",1
"Posi_Ida_Chlamydomonas_1",1556,"feature_1556",701.516193945116,201.28300000002,194.754,204.063,1,"1197","1197",1
"Posi_Ida_Chlamydomonas_1",1557,"feature_1557",748.570484070788,199.893,190.284,209.86300000002,2,"1163,1175","1163,1175",2
"Posi_Ida_Chlamydomonas_1",1560,"feature_1560",765.452846099309,200.583,197.109,204.063,2,"1186,1191","1186,1191",2
"Posi_Ida_Chlamydomonas_1",1563,"feature_1563",780.596517444496,201.97300000002,198.504,204.063,1,"1198","1198",1
"Posi_Ida_Chlamydomonas_1",1566,"feature_1566",804.49225939774,200.583,197.80399999998,204.063,1,"1187","1187",1
"Posi_Ida_Chlamydomonas_1",1570,"feature_1570",391.335339478647,203.36299999998,197.80399999998,207.10300000002,1,"1211","",0
"Posi_Ida_Chlamydomonas_1",1573,"feature_1573",636.457478357853,200.583,197.109,206.41300000002,1,"1183","1183",1
"Posi_Ida_Chlamydomonas_1",1582,"feature_1582",443.350927359657,202.67299999998,199.19299999998,205.443,1,"1212","",0
"Posi_Ida_Chlamydomonas_1",1583,"feature_1583",505.389377507558,199.19299999998,191.274,205.443,1,"1180","",0
"Posi_Ida_Chlamydomonas_1",1585,"feature_1585",760.497833209949,200.583,197.80399999998,205.443,1,"1185","1185",1
"Posi_Ida_Chlamydomonas_1",1588,"feature_1588",409.346122747104,203.36299999998,200.583,205.58500000002,1,"1202","",0
"Posi_Ida_Chlamydomonas_1",1592,"feature_1592",593.440178140283,185.41399999998,178.46500000002,188.89399999998,2,"1086,1100","",0
"Posi_Ida_Chlamydomonas_1",1598,"feature_1598",391.284023115211,196.134,183.33400000002,207.10300000002,1,"1155","1155",1
